6,16,16,16,7,4,5,0,0,0,15,16,7,6
18,16,16,16,16,19,29,0,0,0,27,18,16,16
15,16,16,16,19,29,0,0,0,0,0,27,18,16
6,16,16,16,7,4,4,5,0,0,0,0,27,18
16,16,16,16,16,16,19,29,0,0,0,0,3,6
28,18,16,16,16,16,17,0,0,0,0,0,15,16
4,6,16,16,16,16,17,0,0,0,0,0,27,18
16,16,16,16,16,19,29,0,0,0,3,4,4,6
18,16,19,18,19,29,0,0,0,0,15,16,16,16
6,19,29,15,7,4,5,0,0,0,27,28,18,16
16,17,0,27,18,19,29,0,0,0,3,4,6,16
18,7,4,4,6,7,5,0,0,0,15,16,16,16
6,16,16,16,16,16,17,0,0,0,15,19,18,16
16,19,18,16,16,19,29,0,0,0,27,29,15,19
28,29,15,16,19,29,0,0,0,0,0,3,6,7
4,4,6,16,7,5,0,0,0,0,3,6,16,19
18,16,16,16,16,17,0,0,0,0,15,19,18,7
15,19,28,18,16,7,5,0,0,0,15,7,6,16
6,17,0,15,16,19,29,0,3,4,6,16,16,16
16,7,4,6,19,29,0,0,15,19,18,16,16,16
18,16,16,16,7,4,5,0,27,29,15,16,16,16
6,16,16,16,16,19,29,0,0,3,6,16,16,16
16,16,19,18,16,17,0,0,0,15,16,16,16,16
28,18,7,6,19,29,0,0,0,27,18,16,16,16
4,6,16,16,7,5,0,0,0,0,27,18,16,16
18,16,16,16,16,7,5,0,0,0,3,6,16,16
6,16,16,16,16,19,29,0,0,0,15,16,16,16
16,16,19,18,16,17,0,0,0,0,15,16,16,16
18,19,29,15,19,29,0,0,0,0,15,16,16,16
15,7,4,6,7,5,0,0,0,3,6,16,16,16
27,18,16,16,16,7,5,0,0,15,16,16,16,16
0,15,19,18,16,19,29,0,0,27,28,18,16,16
0,27,29,15,19,29,0,0,0,0,3,6,16,16
4,4,4,6,7,4,5,0,3,4,6,16,19,18
18,16,16,16,16,19,29,3,6,19,28,18,7,6
15,16,16,16,16,17,0,15,19,29,0,15,16,16
6,16,16,16,19,29,0,27,29,0,0,15,16,16
28,18,19,18,7,4,5,0,0,0,3,6,16,16
0,15,7,6,16,16,17,0,0,0,15,16,16,16
0,27,18,16,16,19,29,0,0,0,15,16,16,16
4,5,27,18,16,17,0,3,4,5,15,16,16,16
16,17,3,6,16,7,5,15,19,29,15,16,16,16
16,7,6,19,18,19,29,27,29,0,15,16,16,16
18,16,16,17,15,7,5,0,0,0,15,19,18,16
15,16,16,17,15,16,17,0,0,0,27,29,15,16
27,18,16,7,6,16,7,5,3,4,5,0,15,16
3,6,16,16,16,16,19,29,15,19,29,0,15,16
6,16,16,16,16,16,17,0,15,7,5,0,15,16
28,18,16,16,16,16,17,0,15,19,29,3,6,16
0,15,16,16,16,16,17,0,27,29,3,6,16,16
4,6,16,16,16,19,29,0,0,0,15,16,16,16
16,19,18,16,19,29,0,0,0,0,15,19,18,16
16,17,15,16,7,4,5,0,0,0,15,7,6,19
18,7,6,16,16,19,29,0,0,0,15,16,16,7
27,18,16,16,16,17,0,0,0,0,15,16,16,16
3,6,16,16,19,29,3,4,5,0,15,16,16,19
15,16,16,16,7,4,6,19,29,0,15,16,16,7
6,16,16,16,16,19,28,29,0,0,15,16,16,16
28,18,16,16,16,7,5,0,0,0,15,16,16,19
3,6,16,16,16,16,17,0,0,3,6,19,28,29
15,16,16,19,18,16,7,4,5,15,19,29,0,0
6,19,18,7,6,16,16,16,7,6,7,4,4,4
18,7,6,16,16,16,16,16,19,28,18,16,16,16
6,16,16,16,16,16,16,16,7,5,15,16,19,28
18,16,16,16,16,19,18,16,19,29,15,16,17,0
27,28,18,16,19,29,27,28,29,0,15,16,7,4
4,4,6,16,7,5,0,0,3,4,6,16,16,16
18,16,16,16,16,17,0,0,15,16,16,16,16,16
6,16,16,16,16,7,5,0,27,18,16,16,16,16
18,16,16,16,16,16,17,0,0,27,18,16,16,19
15,16,16,16,16,16,17,0,0,0,15,16,16,7
6,16,16,19,18,16,7,4,5,0,15,16,16,16
18,16,16,7,6,16,16,19,29,0,15,16,16,16
27,28,18,16,16,19,28,29,0,3,6,16,16,19
4,4,6,16,16,7,5,0,0,15,19,18,16,17
28,18,16,19,18,16,7,5,0,27,29,15,16,7
0,15,16,7,6,16,19,29,0,0,3,6,16,19
4,6,16,16,16,16,17,0,0,0,15,16,19,29
18,16,16,16,16,19,29,0,0,0,15,16,7,4
15,16,16,16,19,29,0,3,4,5,15,16,16,16
6,16,16,16,7,4,5,15,19,29,15,16,16,16
18,16,16,16,16,16,17,15,7,5,27,18,16,16
15,19,18,16,16,19,29,15,19,29,3,6,16,19
6,7,6,16,16,7,5,27,29,0,15,16,16,7
18,16,16,16,16,16,17,0,0,0,15,16,16,19
6,16,16,16,16,16,7,4,4,5,15,16,16,7
18,16,19,18,16,16,19,18,19,29,15,19,28,18
15,16,7,6,16,19,29,27,29,0,15,7,4,6
6,16,16,16,16,7,4,5,0,0,15,16,16,16
16,19,28,18,16,16,19,29,0,0,15,16,16,16
28,29,0,27,18,16,7,4,5,0,27,28,18,16
3,4,4,4,6,16,16,16,7,4,4,5,15,16
6,16,16,19,18,19,28,18,19,18,16,7,6,16
18,16,16,17,15,7,5,15,7,6,16,16,16,16
15,16,16,7,6,19,29,15,16,16,16,16,16,16
15,16,16,16,16,7,5,27,18,19,18,16,16,16
6,16,19,28,18,19,29,0,27,29,15,16,16,16
28,28,29,0,15,7,5,3,4,5,15,16,16,16
4,5,0,3,6,16,7,6,19,29,15,16,16,16
18,7,4,6,16,16,19,28,29,0,15,16,16,16
6,16,19,28,28,18,7,4,5,0,15,16,19,28
16,16,17,0,3,6,16,19,29,0,15,16,7,4
16,16,7,4,6,16,19,29,3,4,6,16,16,16
18,16,16,16,16,19,29,0,15,19,18,16,19,18
15,16,16,19,28,29,0,0,27,29,15,16,7,6
6,16,16,7,4,4,5,0,0,0,15,16,16,16
28,18,16,16,16,19,29,0,0,0,15,16,16,16
0,15,16,16,19,29,0,0,0,0,27,18,16,16
4,6,16,16,7,5,0,0,3,4,4,6,16,16
18,16,19,18,16,7,5,0,15,19,18,16,19,18
6,16,7,6,16,16,7,4,6,17,15,16,7,6
16,16,16,16,16,16,16,19,28,29,15,16,16,16
18,16,19,18,16,16,19,29,0,0,15,19,18,16
6,16,7,6,16,16,17,0,0,0,15,7,6,16
18,16,16,19,18,19,29,0,0,0,15,16,16,16
6,16,16,7,6,17,0,0,0,0,15,16,16,16
18,16,16,16,16,17,0,0,0,0,15,16,16,16
6,16,16,16,16,17,0,0,0,0,15,16,16,16
18,16,16,16,16,7,5,0,0,0,15,16,16,19
15,16,16,19,18,16,7,4,5,0,15,16,16,7
15,16,16,7,6,19,18,19,29,0,15,16,16,16
6,16,16,16,16,7,6,17,0,0,27,18,16,19
16,16,16,19,18,19,28,29,0,0,0,15,16,7
18,16,19,29,27,29,0,0,0,0,0,15,16,16
15,16,7,5,3,4,5,0,0,0,3,6,16,16
15,16,16,7,6,19,29,0,0,0,15,16,16,16
15,16,16,16,16,7,5,0,0,0,15,16,16,16
