71,15,17,71,3,4,5,71,15,17,71,71,71,71
71,27,29,71,27,18,7,4,6,17,71,71,71,71
71,71,71,71,71,27,18,19,18,7,5,71,71,71
3,4,5,71,71,71,27,29,27,18,17,71,71,71
15,16,7,5,71,71,71,71,3,6,17,71,71,71
27,18,19,29,3,4,5,71,27,18,17,3,4,5
71,27,29,71,15,19,29,3,4,6,17,15,19,29
71,71,71,71,15,7,5,15,16,19,29,27,29,71
71,71,71,71,15,19,29,15,19,29,71,71,71,3
71,71,71,71,15,7,4,6,17,71,71,71,71,15
71,71,71,3,6,16,16,19,29,71,71,71,71,27
71,3,4,6,16,19,28,29,3,4,4,5,3,4
71,15,16,19,28,29,3,4,6,16,19,29,15,19
71,27,18,17,71,71,15,19,28,28,29,71,27,29
71,71,27,29,3,4,6,17,71,71,71,71,71,3
71,71,71,71,15,19,28,29,71,71,71,71,71,15
71,71,71,71,27,29,71,71,71,71,71,71,71,27
3,4,5,71,71,71,71,71,71,71,71,3,4,4
15,16,7,4,4,5,71,71,71,71,71,15,19,28
15,16,19,18,19,29,71,71,71,71,71,27,29,71
27,28,29,27,29,71,71,71,3,4,5,71,3,4
4,5,71,71,3,4,5,71,15,16,7,5,15,19
18,7,4,5,27,18,17,71,15,16,19,29,27,29
6,19,18,17,71,27,29,3,6,19,29,3,4,4
28,29,27,29,71,71,3,6,19,29,71,15,19,18
3,4,5,71,71,71,15,19,29,3,4,6,17,27
15,16,7,5,71,71,15,7,5,27,18,19,29,71
27,28,18,17,71,71,27,18,17,71,27,29,71,71
71,71,27,29,71,71,71,27,29,71,71,71,3,4
4,5,71,71,71,71,71,71,71,3,4,5,15,16
28,29,71,71,71,71,71,71,71,15,19,29,27,18
71,71,71,71,71,71,71,71,71,27,29,71,71,15
71,71,3,4,5,71,71,71,71,71,71,71,71,15
3,4,6,16,7,4,5,71,71,71,71,71,71,27
15,19,18,16,16,16,17,71,71,71,71,71,71,71
27,29,27,28,18,16,7,5,71,71,71,71,71,71
71,71,71,3,6,16,19,29,71,71,71,71,71,71
71,71,71,15,19,28,29,71,71,71,71,71,71,71
71,71,71,15,7,4,4,4,5,71,71,71,3,4
71,71,71,27,18,19,28,18,17,71,3,4,6,16
71,71,71,71,27,29,71,27,29,71,15,16,16,16
71,71,71,71,71,71,71,71,71,71,27,28,18,19
4,5,71,3,4,5,71,71,71,3,4,5,27,29
18,7,4,6,19,29,71,71,71,15,19,29,71,71
27,18,19,28,29,71,3,4,5,27,29,71,71,71
4,6,17,71,71,71,15,19,29,71,71,71,71,71
18,19,29,71,3,4,6,17,3,4,5,71,71,71
27,29,71,71,15,16,16,17,15,19,29,3,4,5
71,71,71,71,27,28,18,17,27,29,71,27,18,17
3,4,5,71,71,71,27,29,71,3,4,4,6,17
27,18,7,4,5,71,71,71,71,15,16,16,16,7
4,6,19,18,17,71,71,3,4,6,19,18,19,28
28,28,29,27,29,71,71,27,18,19,29,27,29,71
71,71,3,4,5,71,71,71,27,29,71,71,71,71
71,71,15,19,29,71,71,71,71,71,71,71,3,4
3,4,6,7,5,71,71,71,71,3,4,5,15,16
15,19,18,19,29,71,71,71,71,27,18,17,15,19
6,17,15,7,4,4,4,5,71,71,27,29,27,29
28,29,27,18,19,18,19,29,71,71,3,4,5,71
71,71,71,27,29,27,29,71,3,4,6,16,17,3
3,4,5,71,3,4,5,71,27,18,19,28,29,15
27,18,7,4,6,16,7,4,5,15,7,4,5,15
71,27,18,19,28,28,18,19,29,27,18,19,29,15
71,71,27,29,71,71,27,29,71,71,15,7,5,27
71,71,71,71,71,71,71,3,4,5,27,18,17,71
71,71,71,71,71,71,71,15,16,7,5,27,29,3
4,5,71,71,71,71,71,15,16,19,29,71,71,15
28,29,71,71,3,4,4,6,16,17,71,71,71,27
3,4,5,71,27,18,16,16,19,29,71,71,3,4
27,18,7,4,5,27,28,28,29,71,71,71,15,19
71,27,18,19,29,3,4,5,71,71,71,3,6,7
71,71,15,7,5,15,16,7,5,71,71,15,19,18
71,71,15,19,29,27,28,18,17,3,4,6,7,6
71,71,27,29,71,71,71,27,29,15,16,16,16,16
71,71,71,71,71,71,71,71,71,27,28,18,16,19
4,5,71,71,71,71,71,71,71,71,71,27,18,7
28,29,71,71,71,71,71,71,71,71,71,71,15,19
4,5,71,71,71,71,71,71,3,4,5,71,27,29
18,7,4,5,71,71,71,71,15,19,29,71,71,71
27,28,18,17,71,71,71,71,27,29,71,71,71,71
71,71,27,29,71,71,3,4,4,4,5,71,71,71
71,71,71,71,71,71,15,19,18,19,29,3,4,5
71,71,3,4,4,4,6,17,27,29,71,15,16,7
71,71,27,18,16,19,18,7,4,5,71,27,28,18
71,71,71,27,28,29,27,18,19,29,71,71,71,27
3,4,5,71,71,71,3,6,17,71,71,71,71,71
27,18,17,71,71,71,27,18,17,71,71,71,71,71
3,6,17,3,4,5,71,27,29,71,71,71,71,71
27,18,17,15,19,29,71,71,71,71,71,71,3,4
3,6,17,27,29,71,71,71,71,71,71,71,15,16
15,16,7,4,5,71,71,71,71,71,71,71,27,18
15,16,16,19,29,3,4,4,4,4,4,5,71,27
15,19,28,29,71,15,19,18,19,18,19,29,71,71
27,29,71,71,71,27,29,15,7,6,17,71,71,71
4,5,3,4,4,4,4,6,16,16,7,4,5,71
28,29,27,18,16,19,18,19,28,28,18,19,29,71
71,3,4,6,19,29,27,29,71,71,27,29,71,71
71,15,19,28,29,71,71,71,71,71,71,71,71,71
71,15,7,4,5,71,71,71,71,71,71,3,4,5
71,15,16,16,7,5,71,71,71,71,71,27,18,7
3,6,19,18,19,29,71,71,71,71,71,71,27,18
15,19,29,27,29,71,71,3,4,4,4,5,71,15
27,29,71,71,71,71,71,15,16,16,19,29,71,15
71,71,71,71,71,71,71,27,28,18,7,5,71,27
71,71,3,4,5,71,71,71,71,15,19,29,71,71
4,5,15,19,29,71,71,71,71,27,29,71,71,71
18,17,27,29,71,71,71,71,71,71,3,4,5,71
15,7,4,5,71,71,71,71,71,71,27,18,17,71
27,28,18,17,3,4,5,71,71,71,71,27,29,71
