keys,hold,pressed
0,12,
8,5,right
24,11,right|fire
16,12,fire
0,39,
8,1,right
24,5,right|fire
16,51,fire
20,4,left|fire
16,36,fire
20,11,left|fire
16,3,fire
24,17,right|fire
20,23,left|fire
16,15,fire
24,4,right|fire
16,41,fire
24,13,right|fire
16,82,fire
20,6,left|fire
16,16,fire
20,4,left|fire
16,40,fire
20,3,left|fire
24,16,right|fire
16,8,fire
20,4,left|fire
16,87,fire
17,17,up|fire
16,11,fire
18,7,down|fire
22,11,down|left|fire
20,1,left|fire
16,51,fire
24,14,right|fire
16,40,fire
24,10,right|fire
16,6,fire
20,14,left|fire
16,14,fire
20,9,left|fire
16,63,fire
20,20,left|fire
16,10,fire
17,12,up|fire
16,123,fire
18,21,down|fire
16,66,fire
24,24,right|fire
16,77,fire
17,11,up|fire
16,3,fire
20,15,left|fire
22,7,down|left|fire
28,1,left|right|fire
24,18,right|fire
8,1,right
0,14,
8,2,right
24,6,right|fire
26,5,down|right|fire
18,1,down|fire
20,8,left|fire
21,2,up|left|fire
17,3,up|fire
25,1,up|right|fire
24,6,right|fire
28,1,left|right|fire
30,2,down|left|right|fire
22,1,down|left|fire
20,24,left|fire
16,2,fire
24,4,right|fire
25,2,up|right|fire
17,1,up|fire
16,5,fire
18,3,down|fire
26,7,down|right|fire
24,7,right|fire
16,1,fire
17,3,up|fire
16,5,fire
17,2,up|fire
21,1,up|left|fire
20,5,left|fire
22,5,down|left|fire
18,2,down|fire
26,2,down|right|fire
24,16,right|fire
16,2,fire
20,2,left|fire
16,7,fire
17,6,up|fire
16,1,fire
20,5,left|fire
22,13,down|left|fire
20,4,left|fire
16,2,fire
24,20,right|fire
16,1,fire
20,13,left|fire
16,2,fire
17,2,up|fire
25,3,up|right|fire
24,3,right|fire
26,9,down|right|fire
24,9,right|fire
25,5,up|right|fire
17,1,up|fire
16,29,fire
17,3,up|fire
21,1,up|left|fire
20,10,left|fire
22,7,down|left|fire
20,10,left|fire
16,14,fire
24,4,right|fire
17,4,up|fire
16,14,fire
17,4,up|fire
24,13,right|fire
26,9,down|right|fire
16,17,fire
20,1,left|fire
16,9,fire
17,7,up|fire
16,1,fire
20,8,left|fire
22,8,down|left|fire
20,4,left|fire
16,3,fire
24,6,right|fire
25,8,up|right|fire
24,5,right|fire
16,3,fire
20,4,left|fire
22,13,down|left|fire
20,4,left|fire
16,3,fire
17,2,up|fire
25,2,up|right|fire
24,13,right|fire
25,4,up|right|fire
17,1,up|fire
16,2,fire
20,16,left|fire
22,11,down|left|fire
20,5,left|fire
16,4,fire
17,1,up|fire
25,10,up|right|fire
24,5,right|fire
26,9,down|right|fire
24,1,right|fire
20,5,left|fire
21,1,up|left|fire
17,6,up|fire
