13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,62,61,61,61,61,61,61,39,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,39,33,62,61,61,61,61,61,61,39,33,50
13,13,13,33,13,13,13,13,13,27,36,38,33,50
13,13,13,33,13,13,13,13,13,62,61,39,33,50
13,13,38,33,27,36,38,13,13,27,36,38,33,50
13,13,51,33,62,61,39,13,13,62,61,39,33,50
13,13,51,33,27,36,38,13,13,27,36,38,33,50
13,13,51,33,62,61,39,13,13,62,61,39,33,50
13,13,51,17,21,21,21,21,21,21,21,21,19,50
13,13,51,33,13,13,13,13,13,13,13,13,33,50
13,13,51,33,54,55,13,13,13,13,54,55,33,50
13,13,51,33,66,67,13,13,13,13,66,67,33,50
13,13,51,33,13,13,13,13,13,13,13,13,33,50
13,13,51,33,27,36,36,36,36,36,36,38,33,50
13,13,51,33,50,13,27,36,36,38,13,51,33,50
13,13,51,33,50,13,50,13,13,51,13,51,33,50
13,13,51,33,50,13,50,13,13,51,13,51,33,50
13,13,51,33,50,13,62,61,61,39,13,51,33,50
13,13,51,33,50,13,13,27,38,13,13,51,33,50
13,13,51,33,50,13,13,50,51,13,13,51,33,50
13,13,51,33,50,13,13,50,51,13,13,51,33,50
13,13,51,33,50,13,13,50,51,13,13,51,33,50
13,13,51,33,50,13,13,50,51,13,13,51,33,50
13,13,51,33,50,13,13,62,39,13,13,51,33,50
13,13,51,33,50,13,13,27,38,13,13,51,33,50
13,13,51,33,50,13,13,62,39,13,13,51,33,50
13,13,51,33,50,13,27,38,27,38,13,51,33,50
13,13,51,33,50,13,62,39,62,39,13,51,33,50
13,13,51,33,50,27,38,13,13,27,38,51,33,50
13,13,51,33,50,62,39,13,13,62,39,51,33,50
13,13,51,33,50,13,13,27,38,13,13,51,33,50
13,13,51,33,50,13,13,62,39,13,13,51,33,50
13,13,51,33,50,27,38,13,13,27,38,51,33,50
13,13,51,33,50,62,39,13,13,62,39,51,33,50
13,13,51,33,50,27,38,13,13,27,38,51,33,50
13,13,51,33,50,62,39,13,13,62,39,51,33,50
13,13,51,33,50,56,57,13,13,56,57,51,33,50
13,13,51,33,50,68,69,13,13,68,69,51,33,50
13,13,51,33,50,13,13,13,13,13,13,51,33,50
13,13,51,33,50,56,57,13,13,56,57,51,33,50
13,13,51,33,50,68,69,13,13,68,69,51,33,50
13,13,39,33,62,61,61,61,61,61,61,39,33,62
13,13,13,29,21,21,21,6,21,21,21,21,31,13
25,25,25,25,25,25,15,33,16,25,25,25,25,25
63,63,63,63,63,63,12,33,14,63,63,63,63,63
63,63,63,63,63,63,12,33,14,63,63,63,63,63
63,63,63,63,63,0,3,33,4,2,63,63,63,63
63,0,1,1,1,3,13,33,13,4,1,1,1,1
63,12,62,5,21,21,21,30,21,21,21,21,7,36
63,12,62,33,27,38,13,13,13,13,27,38,33,36
